DATE,SLRTTO01NOQ661N
2007-07-01,89.1
2007-10-01,97.8666666666666
2008-01-01,79.9666666666667
2008-04-01,90.4
2008-07-01,90.9
2008-10-01,97.3666666666667
2009-01-01,78.8666666666667
2009-04-01,89.1
2009-07-01,92.0333333333333
2009-10-01,100.3
2010-01-01,82.5
2010-04-01,87.3666666666667
2010-07-01,93.1333333333333
2010-10-01,103.2
2011-01-01,81.5333333333333
2011-04-01,92.3
2011-07-01,95.5333333333333
2011-10-01,104.6
2012-01-01,87.5333333333334
2012-04-01,94.5333333333334
2012-07-01,97.1666666666667
2012-10-01,105.966666666667
2013-01-01,87.0
2013-04-01,97.2666666666667
2013-07-01,99.2
2013-10-01,107.066666666667
2014-01-01,87.9666666666667
2014-04-01,99.2333333333333
2014-07-01,100.533333333333
2014-10-01,109.9
2015-01-01,91.0666666666667
2015-04-01,99.4333333333333
2015-07-01,101.3
2015-10-01,108.2
2016-01-01,87.6333333333333
2016-04-01,100.1
2016-07-01,99.1666666666667
2016-10-01,107.233333333333
2017-01-01,89.0
2017-04-01,101.066666666667
2017-07-01,101.4
2017-10-01,109.166666666667
2018-01-01,90.4666666666666
2018-04-01,102.633333333333
2018-07-01,101.166666666667
2018-10-01,109.333333333333
2019-01-01,89.3666666666667
2019-04-01,101.766666666667
2019-07-01,102.566666666667
2019-10-01,109.233333333333
2020-01-01,90.7
2020-04-01,111.5
2020-07-01,113.066666666667
